Date,State,TotalSamples,Negative,Positive
2021-05-23,Maharashtra,33013516.0,,
2021-05-24,Maharashtra,33277290.0,,
2021-05-25,Maharashtra,33541565.0,,
2021-05-26,Maharashtra,33824959.0,,
2021-05-27,Maharashtra,34086110.0,,
2021-05-28,Maharashtra,34350186.0,,
2021-05-29,Maharashtra,34608945.0,,
2021-05-30,Maharashtra,34861608.0,,
2021-05-31,Maharashtra,35055054.0,,
2021-06-01,Maharashtra,35277653.0,,
2021-06-02,Maharashtra,35514594.0,,
2021-06-03,Maharashtra,35774626.0,,
2021-06-04,Maharashtra,36031395.0,,
2021-06-05,Maharashtra,36271483.0,,
2021-06-06,Maharashtra,36508967.0,,
2021-06-07,Maharashtra,36696139.0,,
2021-06-08,Maharashtra,36907181.0,,
2021-06-09,Maharashtra,37128093.0,,
2021-06-10,Maharashtra,37356704.0,,
2021-06-11,Maharashtra,37611005.0,,
2021-06-12,Maharashtra,37834054.0,,
2021-06-13,Maharashtra,38046590.0,,
2021-06-14,Maharashtra,38215492.0,,
2021-06-15,Maharashtra,38418130.0,,
2021-06-16,Maharashtra,38641639.0,,
2021-06-17,Maharashtra,38857644.0,,
2021-06-18,Maharashtra,39078541.0,,
2021-06-19,Maharashtra,39312920.0,,
2021-06-20,Maharashtra,39514858.0,,
2021-06-21,Maharashtra,39669693.0,,
2021-06-22,Maharashtra,39886554.0,,
2021-06-23,Maharashtra,40128355.0,,
2021-06-24,Maharashtra,40360931.0,,
2021-06-25,Maharashtra,40596965.0,,
2021-06-26,Maharashtra,40831332.0,,
2021-06-27,Maharashtra,41042198.0,,
2021-06-28,Maharashtra,41208361.0,,
2021-06-29,Maharashtra,41398501.0,,
2021-06-30,Maharashtra,41637950.0,,
2021-07-01,Maharashtra,41875217.0,,
2021-07-02,Maharashtra,42096506.0,,
2021-07-03,Maharashtra,42320880.0,,
2021-07-04,Maharashtra,42542943.0,,
2021-07-05,Maharashtra,42712460.0,,
2021-07-06,Maharashtra,42908288.0,,
2021-07-07,Maharashtra,43124800.0,,
2021-07-08,Maharashtra,43350257.0,,
2021-07-09,Maharashtra,43565119.0,,
2021-07-10,Maharashtra,43800139.0,,
2021-07-11,Maharashtra,44010550.0,,
2021-07-12,Maharashtra,44186449.0,,
2021-07-13,Maharashtra,44383113.0,,
2021-07-14,Maharashtra,44609276.0,,
2021-07-15,Maharashtra,44824211.0,,
2021-07-16,Maharashtra,45039617.0,,
2021-07-17,Maharashtra,45260468.0,,
2021-07-18,Maharashtra,45481252.0,,
2021-07-19,Maharashtra,45648898.0,,
2021-07-20,Maharashtra,45846165.0,,
2021-07-21,Maharashtra,46068435.0,,
2021-07-22,Maharashtra,46264059.0,,
2021-07-23,Maharashtra,46446360.0,,
2021-07-24,Maharashtra,46644448.0,,
2021-07-25,Maharashtra,46846984.0,,
2021-07-26,Maharashtra,46995122.0,,
2021-07-27,Maharashtra,47176715.0,,
2021-07-28,Maharashtra,47369757.0,,
2021-07-29,Maharashtra,47559938.0,,
2021-07-30,Maharashtra,47760862.0,,
2021-07-31,Maharashtra,47967609.0,,
2021-08-01,Maharashtra,48185350.0,,
2021-08-02,Maharashtra,48352467.0,,
2021-08-03,Maharashtra,48532523.0,,
2021-08-04,Maharashtra,48744201.0,,
2021-08-05,Maharashtra,48962106.0,,
2021-08-06,Maharashtra,49172531.0,,
2021-08-07,Maharashtra,49372212.0,,
2021-08-08,Maharashtra,49568519.0,,
2021-08-09,Maharashtra,49725694.0,,
2021-08-10,Maharashtra,49905065.0,,
2020-04-14,Manipur,276.0,,2.0
2020-04-17,Manipur,311.0,,2.0
2020-04-24,Manipur,402.0,,2.0
2020-04-25,Manipur,416.0,,2.0
2020-04-30,Manipur,459.0,,2.0
2020-05-01,Manipur,461.0,,2.0
2020-05-02,Manipur,468.0,,2.0
2020-05-04,Manipur,571.0,,2.0
2020-05-07,Manipur,684.0,,2.0
2020-05-08,Manipur,756.0,,2.0
2020-05-09,Manipur,865.0,,2.0
2020-05-10,Manipur,1096.0,,2.0
2020-05-11,Manipur,1337.0,,2.0
2020-05-13,Manipur,1706.0,,2.0
2020-05-15,Manipur,1799.0,,3.0
2020-05-16,Manipur,1900.0,,4.0
2020-05-18,Manipur,2483.0,,7.0
2020-05-20,Manipur,3087.0,,20.0
2020-05-22,Manipur,3721.0,,26.0
2020-05-23,Manipur,4094.0,,29.0
2020-05-25,Manipur,5041.0,,36.0
2020-05-26,Manipur,6233.0,,39.0
2020-05-27,Manipur,6836.0,,44.0
2020-05-28,Manipur,7758.0,,55.0
2020-05-29,Manipur,8596.0,,59.0
2020-06-03,Manipur,12454.0,,118.0
2020-06-05,Manipur,14629.0,,132.0
2020-06-07,Manipur,17028.0,,172.0
2020-06-09,Manipur,18612.0,,304.0
2020-06-10,Manipur,19756.0,,311.0
2020-06-11,Manipur,20528.0,,366.0
2020-06-13,Manipur,24046.0,,449.0
2020-06-14,Manipur,25226.0,,458.0
2020-06-15,Manipur,26458.0,,490.0
2020-06-17,Manipur,29865.0,,552.0
2020-06-18,Manipur,30476.0,,606.0
2020-06-19,Manipur,32093.0,,681.0
2020-06-21,Manipur,35943.0,,841.0
2020-06-22,Manipur,38286.0,,898.0
2020-06-23,Manipur,40829.0,,921.0
2020-06-24,Manipur,43477.0,,970.0
2020-06-25,Manipur,45253.0,,1056.0
2020-06-27,Manipur,48220.0,,1092.0
2020-06-29,Manipur,49882.0,,1227.0
2020-07-02,Manipur,53030.0,,1279.0
2020-07-03,Manipur,53608.0,,1316.0
2020-07-04,Manipur,54483.0,,1325.0
2020-07-06,Manipur,56584.0,,1390.0
2020-07-07,Manipur,57769.0,,1430.0
2020-07-09,Manipur,59740.0,,1450.0
2020-07-10,Manipur,60887.0,,1582.0
2020-07-11,Manipur,61897.0,,1593.0
2020-07-12,Manipur,63534.0,,1609.0
2020-07-15,Manipur,65866.0,,1700.0
2020-07-17,Manipur,68554.0,,1800.0
2020-07-18,Manipur,70195.0,,1891.0
2020-07-19,Manipur,71016.0,,1911.0
2020-07-20,Manipur,71703.0,,1925.0
2020-07-21,Manipur,73053.0,,2015.0
2020-07-22,Manipur,73866.0,,2060.0
2020-07-23,Manipur,74614.0,,2115.0
2020-07-24,Manipur,75932.0,,2146.0
2020-07-25,Manipur,76992.0,,2176.0
2020-07-26,Manipur,78368.0,,2235.0
2020-07-27,Manipur,80055.0,,2286.0
2020-07-28,Manipur,80603.0,,2317.0
2020-07-29,Manipur,83111.0,,2458.0
2020-07-31,Manipur,85441.0,,2621.0
2020-08-03,Manipur,89403.0,,2920.0
2020-08-04,Manipur,90901.0,,3018.0
2020-08-05,Manipur,92617.0,,3093.0
2020-08-06,Manipur,94808.0,,3217.0
2020-08-07,Manipur,96837.0,,3466.0
2020-08-08,Manipur,98819.0,,3635.0
2020-08-09,Manipur,101230.0,,3753.0
2020-08-10,Manipur,103268.0,,3853.0
2020-08-11,Manipur,104263.0,,
2020-08-13,Manipur,107469.0,,
2020-08-14,Manipur,110026.0,,4198.0
2020-08-15,Manipur,112780.0,,4390.0
2020-08-16,Manipur,115041.0,,4569.0
2020-08-18,Manipur,117299.0,,4765.0
2020-08-19,Manipur,120135.0,,
2020-08-20,Manipur,122778.0,,
2020-08-21,Manipur,125230.0,,
2020-08-22,Manipur,128468.0,,
2020-08-23,Manipur,131709.0,,
2020-08-24,Manipur,135399.0,,
2020-08-25,Manipur,137384.0,,
2020-08-26,Manipur,140610.0,,
2020-08-27,Manipur,142813.0,,
2020-08-28,Manipur,146140.0,,
2020-08-29,Manipur,149155.0,,
2020-08-30,Manipur,152229.0,,
2020-08-31,Manipur,155216.0,,
2020-09-01,Manipur,158098.0,,
2020-09-02,Manipur,160871.0,,
2020-09-05,Manipur,169093.0,,
2020-09-06,Manipur,172650.0,,
2020-09-07,Manipur,174731.0,,
2020-09-08,Manipur,177002.0,,
2020-09-10,Manipur,183083.0,,
2020-09-11,Manipur,185925.0,,
2020-09-12,Manipur,188526.0,,
2020-09-13,Manipur,190914.0,,
2020-09-14,Manipur,193048.0,,
2020-09-15,Manipur,196010.0,,
2020-09-16,Manipur,198837.0,,
2020-09-17,Manipur,201670.0,,
2020-09-18,Manipur,204871.0,,
2020-09-19,Manipur,206986.0,,
2020-09-20,Manipur,209863.0,,
2020-09-21,Manipur,212175.0,,
2020-09-22,Manipur,215614.0,,
2020-09-23,Manipur,217880.0,,
2020-09-24,Manipur,221490.0,,
2020-09-25,Manipur,225166.0,,
2020-09-26,Manipur,228546.0,,
2020-09-27,Manipur,231305.0,,
2020-09-28,Manipur,234066.0,,
2020-09-29,Manipur,238516.0,,
2020-09-30,Manipur,241648.0,,
2020-10-01,Manipur,243870.0,,
2020-10-02,Manipur,246769.0,,
2020-10-03,Manipur,250089.0,,
2020-10-04,Manipur,252437.0,,
2020-10-05,Manipur,254209.0,,
2020-10-06,Manipur,256590.0,,
2020-10-07,Manipur,259735.0,,
2020-10-08,Manipur,271941.0,,
2020-10-09,Manipur,283615.0,,
2020-10-10,Manipur,288908.0,,
2020-10-11,Manipur,292263.0,,
2020-10-12,Manipur,304487.0,,
2020-10-13,Manipur,306863.0,,
2020-10-15,Manipur,311269.0,,
2020-10-16,Manipur,313601.0,,
2020-10-17,Manipur,318036.0,,
2020-10-18,Manipur,320798.0,,
2020-10-19,Manipur,322852.0,,
2020-10-20,Manipur,325782.0,,
2020-10-21,Manipur,327918.0,,
2020-10-23,Manipur,333718.0,,
2020-10-24,Manipur,335995.0,,
2020-10-25,Manipur,337820.0,,
2020-10-27,Manipur,342491.0,,
2020-10-29,Manipur,347026.0,,
2020-10-31,Manipur,351953.0,,
2020-11-01,Manipur,354210.0,,
2020-11-02,Manipur,357004.0,,
2020-11-03,Manipur,358887.0,,
2020-11-04,Manipur,361324.0,,
2020-11-06,Manipur,366212.0,,
2020-11-07,Manipur,368087.0,,
2020-11-08,Manipur,370815.0,,
2020-11-09,Manipur,372932.0,,
2020-11-11,Manipur,377804.0,,
2020-11-12,Manipur,380271.0,,
2020-11-13,Manipur,382429.0,,
2020-11-14,Manipur,384235.0,,
2020-11-16,Manipur,388588.0,,
2020-11-17,Manipur,390552.0,,
2020-11-18,Manipur,391911.0,,
2020-11-19,Manipur,393807.0,,
2020-11-21,Manipur,397854.0,,
2020-11-22,Manipur,400411.0,,
2020-11-24,Manipur,406095.0,,
2020-11-27,Manipur,413240.0,,
2020-11-28,Manipur,415891.0,,
2020-11-29,Manipur,418298.0,,
2020-11-30,Manipur,420342.0,,
2020-12-01,Manipur,423035.0,,
2020-12-02,Manipur,426119.0,,
2020-12-03,Manipur,428199.0,,
2020-12-04,Manipur,430239.0,,
2020-12-05,Manipur,432298.0,,
2020-12-06,Manipur,434752.0,,
2020-12-07,Manipur,437175.0,,
2020-12-08,Manipur,439844.0,,
2020-12-10,Manipur,445505.0,,
2020-12-11,Manipur,447694.0,,
2020-12-12,Manipur,449857.0,,
2020-12-13,Manipur,452528.0,,
2020-12-14,Manipur,454148.0,,
2020-12-15,Manipur,456528.0,,
2020-12-17,Manipur,460665.0,,
2020-12-22,Manipur,468035.0,,
2020-12-23,Manipur,469290.0,,
2020-12-24,Manipur,470469.0,,
2020-12-25,Manipur,471346.0,,
2020-12-26,Manipur,472612.0,,
2020-12-27,Manipur,473660.0,,
2020-12-28,Manipur,474524.0,,
2021-01-05,Manipur,482953.0,,
2021-01-06,Manipur,484557.0,,
2021-01-07,Manipur,486172.0,,
2021-01-08,Manipur,487250.0,,
2021-01-09,Manipur,488690.0,,
2021-01-10,Manipur,489754.0,,
2021-01-11,Manipur,490599.0,,
2021-01-12,Manipur,491958.0,,
2021-01-13,Manipur,493542.0,,
2021-01-14,Manipur,494623.0,,
2021-01-15,Manipur,495868.0,,
2021-01-16,Manipur,496918.0,,
2021-01-17,Manipur,498157.0,,
2021-01-18,Manipur,498979.0,,
2021-01-19,Manipur,499989.0,,
2021-01-20,Manipur,501237.0,,
2021-01-21,Manipur,502426.0,,
2021-01-22,Manipur,503678.0,,
2021-01-23,Manipur,504829.0,,
2021-01-24,Manipur,505699.0,,
2021-01-25,Manipur,506991.0,,
2021-01-26,Manipur,508273.0,,
2021-01-27,Manipur,509108.0,,
2021-01-28,Manipur,510714.0,,
2021-01-29,Manipur,511987.0,,
2021-01-30,Manipur,513812.0,,
2021-01-31,Manipur,515122.0,,
2021-02-02,Manipur,517553.0,,
2021-02-03,Manipur,518960.0,,
2021-02-04,Manipur,520516.0,,
2021-02-05,Manipur,521834.0,,
2021-02-06,Manipur,523291.0,,
2021-02-07,Manipur,524987.0,,
2021-02-08,Manipur,525613.0,,
2021-02-09,Manipur,527458.0,,
2021-02-10,Manipur,529293.0,,
2021-02-11,Manipur,530329.0,,
2021-02-12,Manipur,531521.0,,
2021-02-13,Manipur,532806.0,,
2021-02-14,Manipur,533846.0,,
2021-02-15,Manipur,535045.0,,
2021-02-16,Manipur,536243.0,,
2021-02-17,Manipur,537514.0,,
2021-02-18,Manipur,538938.0,,
2021-02-19,Manipur,540337.0,,
2021-02-20,Manipur,541446.0,,
2021-02-21,Manipur,542337.0,,
2021-02-22,Manipur,543414.0,,
2021-02-23,Manipur,544506.0,,
2021-02-24,Manipur,545722.0,,
2021-02-25,Manipur,546862.0,,
2021-02-26,Manipur,547871.0,,
2021-02-27,Manipur,548903.0,,
2021-02-28,Manipur,549740.0,,
2021-03-01,Manipur,550326.0,,
2021-03-02,Manipur,551409.0,,
2021-03-03,Manipur,552172.0,,
2021-03-04,Manipur,553091.0,,
2021-03-06,Manipur,555138.0,,
2021-03-07,Manipur,556094.0,,
2021-03-11,Manipur,560456.0,,
2021-03-12,Manipur,561270.0,,
2021-03-13,Manipur,562200.0,,
2021-03-14,Manipur,562916.0,,
2021-03-15,Manipur,563479.0,,
2021-03-16,Manipur,564419.0,,
2021-03-17,Manipur,565579.0,,
2021-03-18,Manipur,566178.0,,
2021-03-19,Manipur,567126.0,,
2021-03-20,Manipur,568085.0,,
2021-03-21,Manipur,568814.0,,
2021-03-22,Manipur,569545.0,,
2021-03-23,Manipur,570546.0,,
2021-03-24,Manipur,571447.0,,
2021-03-25,Manipur,572332.0,,
2021-03-26,Manipur,573075.0,,
2021-03-27,Manipur,573820.0,,
2021-03-28,Manipur,574525.0,,
2021-03-29,Manipur,574884.0,,
2021-03-30,Manipur,575412.0,,
2021-03-31,Manipur,576140.0,,
2021-04-01,Manipur,577082.0,,
2021-04-02,Manipur,577941.0,,
2021-04-03,Manipur,578877.0,,
2021-04-04,Manipur,580265.0,,
2021-04-05,Manipur,581304.0,,
2021-04-06,Manipur,582439.0,,
2021-04-07,Manipur,583322.0,,
2021-04-08,Manipur,584391.0,,
2021-04-09,Manipur,585041.0,,
2021-04-10,Manipur,586090.0,,
2021-04-11,Manipur,586817.0,,
2021-04-12,Manipur,587729.0,,
2021-04-13,Manipur,588540.0,,
2021-04-14,Manipur,589389.0,,
2021-04-15,Manipur,590238.0,,
2021-04-16,Manipur,591431.0,,
2021-04-17,Manipur,592588.0,,
2021-04-18,Manipur,593783.0,,
2021-04-19,Manipur,594750.0,,
2021-04-20,Manipur,596703.0,,
2021-04-21,Manipur,598268.0,,
2021-04-22,Manipur,599801.0,,
2021-04-23,Manipur,601600.0,,
2021-04-24,Manipur,602832.0,,
2021-04-25,Manipur,604620.0,,
2021-04-26,Manipur,605708.0,,
2021-04-27,Manipur,607553.0,,
2021-04-28,Manipur,609910.0,,
2021-04-29,Manipur,612489.0,,
2021-04-30,Manipur,614444.0,,
2021-05-01,Manipur,616666.0,,
2021-05-02,Manipur,618926.0,,
2021-05-03,Manipur,621082.0,,
2021-05-04,Manipur,623555.0,,
2021-05-05,Manipur,625498.0,,
2021-05-06,Manipur,627856.0,,
2021-05-07,Manipur,631277.0,,
2021-05-08,Manipur,634101.0,,
2021-05-09,Manipur,637265.0,,
2021-05-10,Manipur,639778.0,,
2021-05-11,Manipur,643220.0,,
2021-05-12,Manipur,646740.0,,
2021-05-13,Manipur,650507.0,,
2021-05-14,Manipur,653736.0,,
2021-05-15,Manipur,657167.0,,
2021-05-16,Manipur,660531.0,,
2021-05-17,Manipur,663079.0,,
2021-05-18,Manipur,666280.0,,
2021-05-19,Manipur,669375.0,,
2021-05-20,Manipur,672488.0,,
2021-05-21,Manipur,675645.0,,
2021-05-22,Manipur,678808.0,,
2021-05-23,Manipur,682417.0,,
2021-05-24,Manipur,685017.0,,
2021-05-25,Manipur,688805.0,,
2021-05-26,Manipur,692880.0,,
2021-05-27,Manipur,697178.0,,
2021-05-28,Manipur,701485.0,,
2021-05-29,Manipur,706385.0,,
2021-05-30,Manipur,712778.0,,
2021-05-31,Manipur,717426.0,,
2021-06-01,Manipur,723146.0,,
2021-06-02,Manipur,730078.0,,
2021-06-03,Manipur,735845.0,,
2021-06-04,Manipur,743534.0,,
2021-06-05,Manipur,751763.0,,
2021-06-06,Manipur,760536.0,,
2021-06-07,Manipur,765523.0,,
2021-06-08,Manipur,774451.0,,
2021-06-09,Manipur,783395.0,,
2021-06-10,Manipur,792403.0,,
2021-06-11,Manipur,800223.0,,
2021-06-12,Manipur,808181.0,,
2021-06-13,Manipur,813240.0,,
2021-06-14,Manipur,818497.0,,
2021-06-15,Manipur,826571.0,,
2021-06-16,Manipur,835063.0,,
2021-06-17,Manipur,840947.0,,
2021-06-18,Manipur,846789.0,,
2021-06-19,Manipur,852662.0,,
2021-06-20,Manipur,857153.0,,
2021-06-21,Manipur,859425.0,,
2021-06-22,Manipur,864216.0,,
2021-06-23,Manipur,869552.0,,
2021-06-24,Manipur,873826.0,,
2021-06-25,Manipur,878417.0,,
2021-06-26,Manipur,882933.0,,
2021-06-27,Manipur,888118.0,,
2021-06-28,Manipur,892611.0,,
2021-06-29,Manipur,896997.0,,
2021-06-30,Manipur,901999.0,,
2021-07-01,Manipur,906459.0,,
2021-07-02,Manipur,911276.0,,
2021-07-03,Manipur,915719.0,,
2021-07-04,Manipur,920039.0,,
2021-07-05,Manipur,923243.0,,
2021-07-06,Manipur,928312.0,,
2021-07-07,Manipur,933907.0,,
2021-07-08,Manipur,938297.0,,
2021-07-09,Manipur,943697.0,,
2021-07-10,Manipur,949647.0,,
2021-07-11,Manipur,955967.0,,
2021-07-12,Manipur,962488.0,,
2021-07-13,Manipur,967449.0,,
2021-07-14,Manipur,975043.0,,
2021-07-15,Manipur,982099.0,,
2021-07-16,Manipur,989283.0,,
2021-07-17,Manipur,996225.0,,
2021-07-18,Manipur,1002399.0,,
2021-07-19,Manipur,1006738.0,,
2021-07-20,Manipur,1014017.0,,
2021-07-21,Manipur,1020869.0,,
2021-07-22,Manipur,1026424.0,,
2021-07-23,Manipur,1033260.0,,
2021-07-24,Manipur,1040328.0,,
2021-07-25,Manipur,1048655.0,,
2021-07-26,Manipur,1053543.0,,
2021-07-27,Manipur,1059872.0,,
2021-07-28,Manipur,1067147.0,,
2021-07-29,Manipur,1073802.0,,
2021-07-30,Manipur,1080475.0,,
2021-07-31,Manipur,1086940.0,,
2021-08-01,Manipur,1092540.0,,
2021-08-02,Manipur,1086940.0,,
2021-08-03,Manipur,1102287.0,,
2021-08-04,Manipur,1107582.0,,
2021-08-05,Manipur,1112857.0,,
2021-08-06,Manipur,1117912.0,,
2021-08-07,Manipur,1122853.0,,
2021-08-08,Manipur,1128450.0,,
2021-08-09,Manipur,1131455.0,,
2021-08-10,Manipur,1136573.0,,
2020-04-16,Meghalaya,552.0,299,7.0
2020-04-17,Meghalaya,617.0,541,9.0
2020-04-18,Meghalaya,738.0,667,11.0
2020-04-19,Meghalaya,766.0,678,11.0
2020-04-20,Meghalaya,838.0,714,11.0
2020-04-21,Meghalaya,933.0,821,12.0
2020-04-22,Meghalaya,1046.0,904,12.0
2020-04-23,Meghalaya,1109.0,1000,12.0
2020-04-24,Meghalaya,1130.0,1048,12.0
2020-04-25,Meghalaya,1169.0,1097,12.0
2020-04-27,Meghalaya,1254.0,1182,12.0
2020-04-28,Meghalaya,1382.0,1202,12.0
2020-04-29,Meghalaya,1397.0,1288,12.0
2020-04-30,Meghalaya,1595.0,1433,12.0
2020-05-02,Meghalaya,1707.0,1655,12.0
2020-05-04,Meghalaya,1884.0,1782,12.0
2020-05-05,Meghalaya,1944.0,1822,12.0
2020-05-07,Meghalaya,2054.0,1967,12.0
2020-05-09,Meghalaya,2287.0,2178,12.0
2020-05-10,Meghalaya,2287.0,2178,13.0
2020-05-11,Meghalaya,2480.0,2342,13.0
2020-05-15,Meghalaya,2712.0,2597,13.0
2020-05-18,Meghalaya,2896.0,,13.0
2020-05-19,Meghalaya,3104.0,,13.0
2020-05-20,Meghalaya,3419.0,,13.0
2020-05-22,Meghalaya,3682.0,,14.0
2020-05-26,Meghalaya,6553.0,5599,15.0
2020-05-27,Meghalaya,6685.0,,20.0
2020-05-31,Meghalaya,7781.0,,27.0
2020-06-01,Meghalaya,8127.0,,27.0
2020-06-02,Meghalaya,8734.0,,28.0
2020-06-03,Meghalaya,9025.0,,28.0
2020-06-04,Meghalaya,9395.0,,31.0
2020-06-05,Meghalaya,9592.0,,31.0
2020-06-06,Meghalaya,10066.0,,33.0
2020-06-07,Meghalaya,10066.0,,33.0
2020-06-08,Meghalaya,10746.0,,36.0
2020-06-09,Meghalaya,11247.0,,40.0
2020-06-10,Meghalaya,11505.0,,44.0
2020-06-11,Meghalaya,11889.0,,44.0
2020-06-12,Meghalaya,12219.0,,44.0
2020-06-13,Meghalaya,12560.0,,44.0
2020-06-15,Meghalaya,13353.0,,44.0
2020-06-16,Meghalaya,13878.0,,44.0
2020-06-17,Meghalaya,14316.0,,43.0
2020-06-18,Meghalaya,14647.0,,43.0
2020-06-19,Meghalaya,15104.0,,43.0
2020-06-20,Meghalaya,15346.0,,43.0
2020-06-22,Meghalaya,16296.0,,44.0
2020-06-23,Meghalaya,16637.0,,46.0
2020-06-24,Meghalaya,17115.0,,46.0
2020-06-25,Meghalaya,17591.0,,46.0
2020-06-26,Meghalaya,18103.0,,48.0
2020-06-27,Meghalaya,18288.0,17741,48.0
2020-06-28,Meghalaya,18441.0,17741,50.0
2020-06-29,Meghalaya,18707.0,18651,51.0
2020-06-30,Meghalaya,19294.0,18651,52.0
2020-07-01,Meghalaya,19494.0,,55.0
2020-07-02,Meghalaya,19732.0,,55.0
2020-07-03,Meghalaya,20329.0,,58.0
2020-07-04,Meghalaya,20744.0,,70.0
2020-07-05,Meghalaya,20950.0,,72.0
2020-07-06,Meghalaya,21502.0,,80.0
2020-07-07,Meghalaya,21847.0,,90.0
2020-07-08,Meghalaya,22000.0,,99.0
2020-07-09,Meghalaya,22544.0,,104.0
2020-07-10,Meghalaya,23108.0,,186.0
2020-07-11,Meghalaya,23633.0,,262.0
2020-07-12,Meghalaya,23876.0,,295.0
2020-07-13,Meghalaya,24436.0,,309.0
2020-07-14,Meghalaya,24899.0,,318.0
2020-07-15,Meghalaya,24942.0,,346.0
2020-07-16,Meghalaya,25263.0,24597,377.0
2020-07-17,Meghalaya,25981.0,25178,403.0
2020-07-18,Meghalaya,26940.0,26000,418.0
2020-07-19,Meghalaya,26940.0,26000,450.0
2020-07-20,Meghalaya,28163.0,26000,469.0
2020-07-21,Meghalaya,29274.0,28167,490.0
2020-07-22,Meghalaya,30009.0,28167,514.0
2020-07-23,Meghalaya,30796.0,28967,534.0
2020-07-24,Meghalaya,31367.0,,582.0
2020-07-25,Meghalaya,32470.0,31085,595.0
2020-07-26,Meghalaya,33076.0,,702.0
2020-07-27,Meghalaya,34127.0,32766,738.0
2020-07-28,Meghalaya,34362.0,33492,794.0
2020-07-29,Meghalaya,34903.0,34239,794.0
2020-07-30,Meghalaya,35572.0,34657,803.0
2020-07-31,Meghalaya,35572.0,34657,818.0
2020-08-01,Meghalaya,36341.0,,856.0
2020-08-02,Meghalaya,37728.0,,868.0
2020-08-03,Meghalaya,38596.0,37004,902.0
2020-08-04,Meghalaya,38977.0,37004,913.0
2020-08-05,Meghalaya,38977.0,37004,929.0
2020-08-06,Meghalaya,39553.0,38412,990.0
2020-08-07,Meghalaya,39782.0,39008,1006.0
2020-08-08,Meghalaya,40631.0,39008,1023.0
2020-08-09,Meghalaya,40700.0,39008,1062.0
2020-08-10,Meghalaya,41734.0,,1114.0
2020-08-11,Meghalaya,41734.0,,1136.0
2020-08-13,Meghalaya,42084.0,,1165.0
2020-08-14,Meghalaya,42706.0,,1191.0
2020-08-15,Meghalaya,42910.0,,1292.0
2020-08-16,Meghalaya,43800.0,,1374.0
2020-08-18,Meghalaya,44234.0,,1454.0
2020-08-19,Meghalaya,44695.0,,1506.0
2020-08-20,Meghalaya,45151.0,43020,
2020-08-21,Meghalaya,70413.0,,1718.0
2020-08-22,Meghalaya,72409.0,70019,
2020-08-24,Meghalaya,75239.0,72824,
2020-08-25,Meghalaya,76762.0,74293,
2020-08-26,Meghalaya,79126.0,76645,
2020-08-27,Meghalaya,81012.0,78431,
2020-08-28,Meghalaya,84038.0,81146,
2020-08-29,Meghalaya,86214.0,83499,
2020-08-31,Meghalaya,88963.0,85924,
2020-09-01,Meghalaya,90477.0,87455,
2020-09-02,Meghalaya,92453.0,89162,
2020-09-03,Meghalaya,93817.0,90516,
2020-09-04,Meghalaya,95457.0,91989,
2020-09-05,Meghalaya,97550.0,,
2020-09-07,Meghalaya,100071.0,,
2020-09-08,Meghalaya,102487.0,98345,
2020-09-09,Meghalaya,104090.0,99640,
2020-09-10,Meghalaya,106064.0,102477,
2020-09-11,Meghalaya,109518.0,104937,
2020-09-12,Meghalaya,112221.0,107737,
2020-09-14,Meghalaya,115901.0,111073,
2020-09-15,Meghalaya,117518.0,113184,
2020-09-16,Meghalaya,120576.0,115611,
2020-09-17,Meghalaya,127571.0,122348,
2020-09-18,Meghalaya,129503.0,124315,
2020-09-19,Meghalaya,131433.0,126022,
2020-09-21,Meghalaya,133259.0,127589,
2020-09-22,Meghalaya,135571.0,130096,
2020-09-23,Meghalaya,136932.0,131971,
2020-09-24,Meghalaya,138942.0,133864,
2020-09-26,Meghalaya,142426.0,,
2020-09-28,Meghalaya,145681.0,,
2020-09-29,Meghalaya,148298.0,142835,
2020-09-30,Meghalaya,150809.0,145170,
2020-10-01,Meghalaya,153177.0,147375,
2020-10-05,Meghalaya,160779.0,154012,
2020-10-06,Meghalaya,163061.0,156074,
2020-10-07,Meghalaya,164879.0,157709,
2020-10-08,Meghalaya,167265.0,160004,
2020-10-09,Meghalaya,169449.0,162061,
2020-10-10,Meghalaya,171415.0,163871,
2020-10-12,Meghalaya,174756.0,166985,
2020-10-13,Meghalaya,176348.0,168500,
2020-10-14,Meghalaya,178894.0,170903,
2020-10-16,Meghalaya,183808.0,175505,
2020-10-17,Meghalaya,185467.0,177063,
2020-10-19,Meghalaya,188256.0,179720,
2020-10-20,Meghalaya,189783.0,181190,
2020-10-21,Meghalaya,191490.0,182869,
2020-10-22,Meghalaya,193190.0,184470,
2020-10-23,Meghalaya,194818.0,186017,
2020-10-25,Meghalaya,198343.0,189277,
2020-10-26,Meghalaya,198343.0,189277,
2020-10-27,Meghalaya,198790.0,189654,
2020-10-28,Meghalaya,199611.0,190385,
2020-10-29,Meghalaya,200391.0,191088,
2020-10-30,Meghalaya,201296.0,191914,
2020-10-31,Meghalaya,202056.0,192604,
2020-11-02,Meghalaya,203556.0,193878,
2020-11-03,Meghalaya,204462.0,194721,
2020-11-04,Meghalaya,205879.0,196078,
2020-11-05,Meghalaya,207471.0,197578,
2020-11-06,Meghalaya,208730.0,198751,
2020-11-07,Meghalaya,210079.0,200032,
2020-11-09,Meghalaya,212448.0,202218,
2020-11-10,Meghalaya,213973.0,203677,
2020-11-11,Meghalaya,215624.0,205256,
2020-11-12,Meghalaya,217077.0,206566,
