index	album	song_title	lyric	line_number	release_date
147	Unreleased Songs	Unreleased Songs [Discography List] 	"Lucky You"	77	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	M"Made Up You"	78	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"Making Up for Lost Love"	79	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"Mandolin"	80	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"Mary Jo"*	81	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"Mary's Song (Oh My My My) [Studio Demo]"	82	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"Mary's Song (Oh My My My) [Acoustic Demo]"	83	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"Matches"	84	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"Me and Britney"	85	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"Mr. Perfectly Fine"*	86	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"My Cure"	87	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"My Turn to Be Me"	88	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	N"Nashville"*	89	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"Need"*	90	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"Never Fade"	91	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"Never Mind"	92	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"None of the Above"*	93	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"Nothin' New"*	94	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"Not One Day"*	95	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	O"One-Sided Goodbye"*	96	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"One Thing"	97	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"One Way Ticket"	98	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"Our Last Night"	99	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"Our Song (Studio Demo)"	100	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	P"Perfect Have I Loved"	101	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"Perfect Have I Loved (Studio Demo)"	102	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"Permanent Marker"	103	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"Picture to Burn (Studio Demo)"	104	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"Picture to Burn (Acoustic Demo)"	105	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"Point of View"	106	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	QR"Rain Song"*	107	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"R.E.V.E.N.G.E."	108	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"Ride of Our Lives"*	109	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"Ride On"*	110	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	S"Same Girl"	111	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"Scream"*	112	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"Someone Just Told Me"*	113	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"Someone Loves You"*	114	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"Sparks Fly (Original Version)"	115	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"Spinning Around"	116	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"Stay Beautiful (Studio Demo)"	117	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"Stay Beautiful (Acoustic Demo)"	118	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"Stupid Boy"	119	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"Sugar"	120	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"Sunshine"	121	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"Superstar (Studio Demo)"	122	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"Superstar (Acoustic Demo)"	123	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"Sweet Tea and God's Graces"	124	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	T"Teardrops on My Guitar (Studio Demo)"	125	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"Teardrops on My Guitar (Acoustic Demo)"	126	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"Teardrops on My Guitar (Alternate Demo)"	127	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"Tell Me"	128	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"Ten Dollars and a Six Pack"	129	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"Tennessee"	130	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"That's Life"	131	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"That's When"	132	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"The Diary of Me"	133	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"The Other Side of the Door (Studio Demo)"	134	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"The Outside (Studio Demo)"	135	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"Thinkin' 'Bout You"*	136	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"Thirteen Blocks (Can't Call It Love)"	137	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"This Here Guitar"	138	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"This Is Really Happening"	139	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"This One's Different"*	140	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"Tied Together with a Smile (Studio Demo)"	141	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"Tied Together with a Smile (Acoustic Demo)"	142	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"'Til Brad Pitt Comes Along"	143	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"Timeless"*	144	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"Tim McGraw (Acoustic Demo)"	145	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"Tim McGraw (Piano Demo)"	146	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"Today"*	147	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"Too Beautiful"*	148	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	U"Under My Head"	149	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	VW"Wait For Me"	150	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"Welcome Distraction"	151	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"We Were Happy"	152	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"What Do You Say"	153	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"What to Wear"	154	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"White Horse (Studio Demo)"	155	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"Who I've Always Been"	156	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"Wonderful Things"*	157	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"Writing Songs About You"	158	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	XY"You"*	159	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"You All Over Me"	160	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"You Belong With Me (Acoustic Demo)"*	161	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"You Do"	162	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"You Don't Have to Call Me"	163	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"Your Anything"	164	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	"Your Picture"*	165	None
147	Unreleased Songs	Unreleased Songs [Discography List] 	Z	166	None
149	Fearless	Change 	[Verse 1]	0	2008-08-08
149	Fearless	Change 	And it's a sad picture, the final blow hits you	1	2008-08-08
149	Fearless	Change 	Somebody else gets what you wanted again and	2	2008-08-08
149	Fearless	Change 	You know it's all the same, another time and place	3	2008-08-08
149	Fearless	Change 	Repeating history and you're getting sick of it	4	2008-08-08
149	Fearless	Change 	But I believe in whatever you do	5	2008-08-08
149	Fearless	Change 	And I'll do anything to see it through	6	2008-08-08
149	Fearless	Change 	[Chorus]	7	2008-08-08
149	Fearless	Change 	Because these things will change	8	2008-08-08
149	Fearless	Change 	Can you feel it now?	9	2008-08-08
149	Fearless	Change 	These walls that they put up to hold us back will fall down	10	2008-08-08
149	Fearless	Change 	This revolution, the time will come	11	2008-08-08
149	Fearless	Change 	For us to finally win	12	2008-08-08
149	Fearless	Change 	And we'll sing hallelujah, we'll sing hallelujah	13	2008-08-08
149	Fearless	Change 	Oh, oh	14	2008-08-08
149	Fearless	Change 	[Verse 2]	15	2008-08-08
149	Fearless	Change 	So we've been outnumbered, raided, and now cornered	16	2008-08-08
149	Fearless	Change 	It's hard to fight when the fight ain’t fair	17	2008-08-08
149	Fearless	Change 	We're getting stronger now, finding things they never found	18	2008-08-08
149	Fearless	Change 	They might be bigger but we're faster and never scared	19	2008-08-08
149	Fearless	Change 	You can walk away, say we don't need this	20	2008-08-08
149	Fearless	Change 	But there's something in your eyes says we can beat this	21	2008-08-08
149	Fearless	Change 	[Chorus]	22	2008-08-08
149	Fearless	Change 	'Cause these things will change	23	2008-08-08
149	Fearless	Change 	Can you feel it now?	24	2008-08-08
149	Fearless	Change 	These walls that they put up to hold us back will fall down	25	2008-08-08
149	Fearless	Change 	This revolution, the time will come	26	2008-08-08
149	Fearless	Change 	For us to finally win	27	2008-08-08
149	Fearless	Change 	And we'll sing hallelujah, we'll sing hallelujah	28	2008-08-08
149	Fearless	Change 	Oh, oh	29	2008-08-08
149	Fearless	Change 	[Bridge]	30	2008-08-08
149	Fearless	Change 	Tonight we stand, get off our knees	31	2008-08-08
149	Fearless	Change 	Fight for what we've worked for all these years	32	2008-08-08
149	Fearless	Change 	And the battle was long, it's the fight of our lives	33	2008-08-08
149	Fearless	Change 	But we'll stand up champions tonight	34	2008-08-08
149	Fearless	Change 	[Chorus]	35	2008-08-08
149	Fearless	Change 	It was the night things changed	36	2008-08-08
149	Fearless	Change 	Can you see it now?	37	2008-08-08
149	Fearless	Change 	These walls that they put up to hold us back fell down	38	2008-08-08
149	Fearless	Change 	It's a revolution, throw your hands up	39	2008-08-08
149	Fearless	Change 	'Cause we never gave in	40	2008-08-08
149	Fearless	Change 	And we'll sing hallelujah, we sang hallelujah	41	2008-08-08
149	Fearless	Change 	Hallelujah	42	2008-08-08
150	Taylor Swift	Mary Song (Oh My My My) 	[Verse 1]	0	2006-10-24
150	Taylor Swift	Mary Song (Oh My My My) 	She said, I was seven and you were nine	1	2006-10-24
150	Taylor Swift	Mary Song (Oh My My My) 	I looked at you like the stars that shined	2	2006-10-24
150	Taylor Swift	Mary Song (Oh My My My) 	In the sky, the pretty lights	3	2006-10-24
150	Taylor Swift	Mary Song (Oh My My My) 	And our daddies used to joke about the two of us	4	2006-10-24
150	Taylor Swift	Mary Song (Oh My My My) 	Growing up and falling in love and our mamas smiled	5	2006-10-24
150	Taylor Swift	Mary Song (Oh My My My) 	And rolled their eyes and said oh my my my	6	2006-10-24
150	Taylor Swift	Mary Song (Oh My My My) 	[Chorus]	7	2006-10-24
150	Taylor Swift	Mary Song (Oh My My My) 	Take me back to the house in the backyard tree	8	2006-10-24
150	Taylor Swift	Mary Song (Oh My My My) 	Said you'd beat me up, you were bigger than me	9	2006-10-24
150	Taylor Swift	Mary Song (Oh My My My) 	You never did, you never did	10	2006-10-24
150	Taylor Swift	Mary Song (Oh My My My) 	Take me back when our world was one block wide	11	2006-10-24
150	Taylor Swift	Mary Song (Oh My My My) 	I dared you to kiss me and ran when you tried	12	2006-10-24
150	Taylor Swift	Mary Song (Oh My My My) 	Just two kids, you and I	13	2006-10-24
150	Taylor Swift	Mary Song (Oh My My My) 	Oh my my my my	14	2006-10-24
150	Taylor Swift	Mary Song (Oh My My My) 	[Verse 2]	15	2006-10-24
150	Taylor Swift	Mary Song (Oh My My My) 	Well, I was sixteen when suddenly	16	2006-10-24
150	Taylor Swift	Mary Song (Oh My My My) 	I wasn't that little girl you used to see	17	2006-10-24
150	Taylor Swift	Mary Song (Oh My My My) 	But your eyes still shined like pretty lights	18	2006-10-24
150	Taylor Swift	Mary Song (Oh My My My) 	And our daddies used to joke about the two of us	19	2006-10-24
150	Taylor Swift	Mary Song (Oh My My My) 	They never believed we'd really fall in love	20	2006-10-24
150	Taylor Swift	Mary Song (Oh My My My) 	And our mamas smiled and rolled their eyes	21	2006-10-24
150	Taylor Swift	Mary Song (Oh My My My) 	And said oh my my my	22	2006-10-24
150	Taylor Swift	Mary Song (Oh My My My) 	[Chorus]	23	2006-10-24
150	Taylor Swift	Mary Song (Oh My My My) 	Take me back to the creek beds we turned up	24	2006-10-24
150	Taylor Swift	Mary Song (Oh My My My) 	Two A.M. riding in your truck and all I need is you next to me	25	2006-10-24
150	Taylor Swift	Mary Song (Oh My My My) 	Take me back to the time we had our very first fight	26	2006-10-24
150	Taylor Swift	Mary Song (Oh My My My) 	The slamming of doors instead of kissing goodnight	27	2006-10-24
150	Taylor Swift	Mary Song (Oh My My My) 	You stayed outside till the morning light	28	2006-10-24
150	Taylor Swift	Mary Song (Oh My My My) 	Oh my my my my	29	2006-10-24
150	Taylor Swift	Mary Song (Oh My My My) 	[Verse 3]	30	2006-10-24
150	Taylor Swift	Mary Song (Oh My My My) 	A few years had gone and come around	31	2006-10-24
150	Taylor Swift	Mary Song (Oh My My My) 	We were sitting at our favorite spot in town	32	2006-10-24
150	Taylor Swift	Mary Song (Oh My My My) 	And you looked at me, got down on one knee	33	2006-10-24
150	Taylor Swift	Mary Song (Oh My My My) 	[Chorus]	34	2006-10-24
150	Taylor Swift	Mary Song (Oh My My My) 	Take me back to the time when we walked down the aisle	35	2006-10-24
150	Taylor Swift	Mary Song (Oh My My My) 	Our whole town came and our mamas cried	36	2006-10-24
150	Taylor Swift	Mary Song (Oh My My My) 	You said I do and I did too	37	2006-10-24
150	Taylor Swift	Mary Song (Oh My My My) 	Take me home where we met so many years before	38	2006-10-24
150	Taylor Swift	Mary Song (Oh My My My) 	We'll rock our babies on that very front porch	39	2006-10-24
150	Taylor Swift	Mary Song (Oh My My My) 	After all this time, you and I	40	2006-10-24
150	Taylor Swift	Mary Song (Oh My My My) 	[Outro]	41	2006-10-24
150	Taylor Swift	Mary Song (Oh My My My) 	I'll be eighty-seven; you'll be eighty-nine	42	2006-10-24
150	Taylor Swift	Mary Song (Oh My My My) 	I'll still look at you like the stars that shine	43	2006-10-24
150	Taylor Swift	Mary Song (Oh My My My) 	In the sky, oh my my my	44	2006-10-24
151	1989 (Deluxe)	1989 [Liner Notes] 	Prologue"These songs were once about my life. They are now about yours."	0	None
151	1989 (Deluxe)	1989 [Liner Notes] 	I was born in Reading, Pennsylvania on December 13, 1989.	1	None
151	1989 (Deluxe)	1989 [Liner Notes] 	In the world we live in, much is said about when we are born and when we die. Our birthday is celebrated every year to commemorate the very instant we came into the world. And a funeral is held to mark the day we leave it. But lately I've been wondering... what can be said of all the moments in between our birth and our death? The moments when we are reborn...	2	None
151	1989 (Deluxe)	1989 [Liner Notes] 	The debate over whether people change is an interesting one for me to observe because it seems like all I ever do is change. All I ever do is learn from my mistakes so I don't make the same ones again. Then I make new ones. I know people can change because it happens to me little by little every day. Every day I wake up as someone slightly new. Isn't it wild and intriguing and beautiful to think that every day we are new?	3	None
151	1989 (Deluxe)	1989 [Liner Notes] 	For the last few years, I've woken up every day not wanting, but needing to write a new style of music. I needed to change the way I told my stories and the way they sounded. I listened to a lot of music from the decade in which I was born and I listened to my intuition that it was a good thing to follow this gut feeling. I was also writing a different storyline than I'd ever told you before.	4	None
151	1989 (Deluxe)	1989 [Liner Notes] 	I wrote about moving to the loudest and brightest city in the world, the city I had always been overwhelmed by... until now. I think you have to know who you are and what you want in order to take on New York and all its blaring truth. I wrote about the thrill I got when I finally learned that love, to some extent, is just a game of cat and mouse. I wrote about looking back on a lost love and understanding that nothing good comes without loss and hardship and constant struggle. There is no "riding off into the sunset," like I used to imagine. We are never out of the woods, because we are always going to be fighting for something. I wrote about love that comes back to you just when you thought it was lost forever, and how some feelings never go out of style. I wrote about an important lesson I learned recently... that people can say whatever they want about me, but they can't make me lose my mind. I've learned how to shake things off.	5	None
151	1989 (Deluxe)	1989 [Liner Notes] 	I've told you my stories for years now. Some have been about coming of age. Some have been about coming undone. This is a story about coming into your own, and as a result... coming alive.	6	None
151	1989 (Deluxe)	1989 [Liner Notes] 	I hope you know that you've given me the courage to change. I hope you know that who you are is who you choose to be, and that whispers behind your back don't define you. You are the only person who gets to decide what you will be remembered for.	7	None
151	1989 (Deluxe)	1989 [Liner Notes] 	From the girl who said she would never cut her hair or move to New York or find happiness in a world where she is not in love...	8	None
151	1989 (Deluxe)	1989 [Liner Notes] 	Love, Taylor	9	None
151	1989 (Deluxe)	1989 [Liner Notes] 	1. Welcome To New York	10	None
151	1989 (Deluxe)	1989 [Liner Notes] 	Hidden Message: We begin our story in New York	11	None
151	1989 (Deluxe)	1989 [Liner Notes] 	2. Blank Space	12	None
151	1989 (Deluxe)	1989 [Liner Notes] 	Hidden Message: There once was a girl known by everyone and no one	13	None
151	1989 (Deluxe)	1989 [Liner Notes] 	3. Style	14	None
151	1989 (Deluxe)	1989 [Liner Notes] 	Hidden Message: Her heart belonged to someone who couldn’t stay	15	None
151	1989 (Deluxe)	1989 [Liner Notes] 	4. Out of the Woods	16	None
151	1989 (Deluxe)	1989 [Liner Notes] 	Hidden Message: They loved each other recklessly	17	None
151	1989 (Deluxe)	1989 [Liner Notes] 	5. All You Had to Do Was Stay	18	None
151	1989 (Deluxe)	1989 [Liner Notes] 	Hidden Message: They paid the price	19	None
151	1989 (Deluxe)	1989 [Liner Notes] 	6. Shake It Off	20	None
151	1989 (Deluxe)	1989 [Liner Notes] 	Hidden Message: She danced to forget him	21	None
151	1989 (Deluxe)	1989 [Liner Notes] 	7. I Wish You Would	22	None
151	1989 (Deluxe)	1989 [Liner Notes] 	Hidden Message: He drove past her street each night	23	None
151	1989 (Deluxe)	1989 [Liner Notes] 	8. Bad Blood	24	None
151	1989 (Deluxe)	1989 [Liner Notes] 	Hidden Message: She made friends and enemies	25	None
151	1989 (Deluxe)	1989 [Liner Notes] 	9. Wildest Dreams	26	None
151	1989 (Deluxe)	1989 [Liner Notes] 	Hidden Message: He only saw her in his dreams	27	None
151	1989 (Deluxe)	1989 [Liner Notes] 	10. How You Get the Girl	28	None
151	1989 (Deluxe)	1989 [Liner Notes] 	Hidden Message: Then one day he came back	29	None
151	1989 (Deluxe)	1989 [Liner Notes] 	11. This Love	30	None
151	1989 (Deluxe)	1989 [Liner Notes] 	Hidden Message: Timing is a funny thing	31	None
151	1989 (Deluxe)	1989 [Liner Notes] 	12. I Know Places	32	None
151	1989 (Deluxe)	1989 [Liner Notes] 	Hidden Message: And everyone was watching	33	None
151	1989 (Deluxe)	1989 [Liner Notes] 	13. Clean	34	None
151	1989 (Deluxe)	1989 [Liner Notes] 	Hidden Message: She lost him but she found herself and somehow that was everything	35	None
151	1989 (Deluxe)	1989 [Liner Notes] 	DELUXE	36	None
151	1989 (Deluxe)	1989 [Liner Notes] 	14. Wonderland	37	None
151	1989 (Deluxe)	1989 [Liner Notes] 	15. You Are In Love	38	None
151	1989 (Deluxe)	1989 [Liner Notes] 	16. New Romantics	39	None
151	1989 (Deluxe)	1989 [Liner Notes] 	17. I Know Places" (Piano/Vocal) (Voice Memo)	40	None
151	1989 (Deluxe)	1989 [Liner Notes] 	18. I Wish You Would (Track/Vocal) (Voice Memo)	41	None
151	1989 (Deluxe)	1989 [Liner Notes] 	19. Blank Space (Guitar/Vocal) (Voice Memo)	42	None
152	Speak Now (Deluxe)	Superman 	[Verse 1]	0	2011-11-08
152	Speak Now (Deluxe)	Superman 	Tall, dark, and superman	1	2011-11-08
152	Speak Now (Deluxe)	Superman 	He puts papers in his briefcase and drives away	2	2011-11-08
152	Speak Now (Deluxe)	Superman 	To save the world or go to work	3	2011-11-08
152	Speak Now (Deluxe)	Superman 	It's the same thing to me	4	2011-11-08
152	Speak Now (Deluxe)	Superman 	He's got his mother's eyes, his father's ambition	5	2011-11-08
152	Speak Now (Deluxe)	Superman 	I wonder if he knows how much that I miss him	6	2011-11-08
152	Speak Now (Deluxe)	Superman 	I hang on every word you say, yay	7	2011-11-08
152	Speak Now (Deluxe)	Superman 	And you smile and say, "How are you?”	8	2011-11-08
152	Speak Now (Deluxe)	Superman 	I say, "Just fine"	9	2011-11-08
152	Speak Now (Deluxe)	Superman 	I always forget to tell you, I love you	10	2011-11-08
152	Speak Now (Deluxe)	Superman 	I love you forever	11	2011-11-08
152	Speak Now (Deluxe)	Superman 	[Chorus]	12	2011-11-08
152	Speak Now (Deluxe)	Superman 	I watch superman fly away	13	2011-11-08
152	Speak Now (Deluxe)	Superman 	You've got a busy day today	14	2011-11-08
152	Speak Now (Deluxe)	Superman 	Go save the world, I'll be around	15	2011-11-08
152	Speak Now (Deluxe)	Superman 	I watch superman fly away	16	2011-11-08
152	Speak Now (Deluxe)	Superman 	Come back, I'll be with you someday	17	2011-11-08
152	Speak Now (Deluxe)	Superman 	I'll be right here on the ground	18	2011-11-08
152	Speak Now (Deluxe)	Superman 	When you come back down	19	2011-11-08
152	Speak Now (Deluxe)	Superman 	[Verse 2]	20	2011-11-08
152	Speak Now (Deluxe)	Superman 	Tall, dark and beautiful	21	2011-11-08
152	Speak Now (Deluxe)	Superman 	He's complicated, he's irrational	22	2011-11-08
152	Speak Now (Deluxe)	Superman 	But I hope someday you'll take me away and save the day, yeah	23	2011-11-08
152	Speak Now (Deluxe)	Superman 	Something in his deep brown eyes has me sayin'	24	2011-11-08
152	Speak Now (Deluxe)	Superman 	He's not all bad like his reputation	25	2011-11-08
152	Speak Now (Deluxe)	Superman 	And I can't hear one single word they say	26	2011-11-08
152	Speak Now (Deluxe)	Superman 	And you'll leave, got places to be and I'll be okay	27	2011-11-08
152	Speak Now (Deluxe)	Superman 	I always forget to tell you I love you	28	2011-11-08
152	Speak Now (Deluxe)	Superman 	I loved you from the very first day	29	2011-11-08
152	Speak Now (Deluxe)	Superman 	[Chorus]	30	2011-11-08
152	Speak Now (Deluxe)	Superman 	I watch superman fly away	31	2011-11-08
152	Speak Now (Deluxe)	Superman 	You've got a busy day today	32	2011-11-08
152	Speak Now (Deluxe)	Superman 	Go save the world, I'll be around	33	2011-11-08
152	Speak Now (Deluxe)	Superman 	I watch superman fly away	34	2011-11-08
152	Speak Now (Deluxe)	Superman 	Come back, I'll be with you someday	35	2011-11-08
152	Speak Now (Deluxe)	Superman 	I'll be right here on the ground	36	2011-11-08
152	Speak Now (Deluxe)	Superman 	When you come back down	37	2011-11-08
152	Speak Now (Deluxe)	Superman 	[Bridge]	38	2011-11-08
152	Speak Now (Deluxe)	Superman 	And I watch you fly around the world	39	2011-11-08
152	Speak Now (Deluxe)	Superman 	And I hope you don't save some other girl	40	2011-11-08
152	Speak Now (Deluxe)	Superman 	Don't forget, don't forget about me	41	2011-11-08
152	Speak Now (Deluxe)	Superman 	I'm far away, but I never let you go	42	2011-11-08
152	Speak Now (Deluxe)	Superman 	I'm love-struck and looking out the window	43	2011-11-08
152	Speak Now (Deluxe)	Superman 	Don't forget, don't forget where I'll be	44	2011-11-08
152	Speak Now (Deluxe)	Superman 	[Breakdown]	45	2011-11-08
152	Speak Now (Deluxe)	Superman 	Right here, wishing the flowers were from you	46	2011-11-08
152	Speak Now (Deluxe)	Superman 	Wishing the card was from you	47	2011-11-08
152	Speak Now (Deluxe)	Superman 	Wishing the call was from you	48	2011-11-08
152	Speak Now (Deluxe)	Superman 	'Cause I loved you from the very first day	49	2011-11-08
152	Speak Now (Deluxe)	Superman 	[Chorus - Variation]	50	2011-11-08
152	Speak Now (Deluxe)	Superman 	I watch superman fly away	51	2011-11-08
152	Speak Now (Deluxe)	Superman 	You've got a busy day today	52	2011-11-08
152	Speak Now (Deluxe)	Superman 	Go save the world, I'll be around	53	2011-11-08
152	Speak Now (Deluxe)	Superman 	Forever and ever here	54	2011-11-08
152	Speak Now (Deluxe)	Superman 	I watch superman fly away	55	2011-11-08
152	Speak Now (Deluxe)	Superman 	I swear, I'll be with you someday	56	2011-11-08
152	Speak Now (Deluxe)	Superman 	I'll be right here on the ground	57	2011-11-08
152	Speak Now (Deluxe)	Superman 	When you come back down	58	2011-11-08
152	Speak Now (Deluxe)	Superman 	[Outro]	59	2011-11-08
152	Speak Now (Deluxe)	Superman 	La, la, la, la, la, la	60	2011-11-08
152	Speak Now (Deluxe)	Superman 	La, la, la, la, la, la	61	2011-11-08
152	Speak Now (Deluxe)	Superman 	When you come back down	62	2011-11-08
155	Fearless	Tell Me Why 	[Verse 1]	0	2008-11-11
155	Fearless	Tell Me Why 	I took a chance, I took a shot	1	2008-11-11
155	Fearless	Tell Me Why 	And you might think I'm bulletproof, but I'm not	2	2008-11-11
155	Fearless	Tell Me Why 	You took a swing, I took it hard	3	2008-11-11
155	Fearless	Tell Me Why 	And down here from the ground I see who you are	4	2008-11-11
155	Fearless	Tell Me Why 	[Chorus]	5	2008-11-11
155	Fearless	Tell Me Why 	I'm sick and tired of your attitude	6	2008-11-11
155	Fearless	Tell Me Why 	I'm feeling like I don't know you	7	2008-11-11
155	Fearless	Tell Me Why 	You tell me that you love me, then cut me down	8	2008-11-11
155	Fearless	Tell Me Why 	And I need you like a heartbeat	9	2008-11-11
155	Fearless	Tell Me Why 	But you know you got a mean streak	10	2008-11-11
155	Fearless	Tell Me Why 	That makes me run for cover when you're around	11	2008-11-11
155	Fearless	Tell Me Why 	And here's to you and your temper	12	2008-11-11
155	Fearless	Tell Me Why 	Yes, I remember what you said last night	13	2008-11-11
155	Fearless	Tell Me Why 	And I know, that you see, what you're doing to me	14	2008-11-11
155	Fearless	Tell Me Why 	Tell me why	15	2008-11-11
155	Fearless	Tell Me Why 	[Verse 2]	16	2008-11-11
155	Fearless	Tell Me Why 	You could write a book on how to ruin someone's perfect day	17	2008-11-11
155	Fearless	Tell Me Why 	Well, I get so confused and frustrated	18	2008-11-11
155	Fearless	Tell Me Why 	Forget what I'm trying to say, oh	19	2008-11-11
155	Fearless	Tell Me Why 	[Chorus]	20	2008-11-11
155	Fearless	Tell Me Why 	I'm sick and tired of your reasons	21	2008-11-11
155	Fearless	Tell Me Why 	I got no one to believe in	22	2008-11-11
155	Fearless	Tell Me Why 	You tell me that you want me, then push me around	23	2008-11-11
155	Fearless	Tell Me Why 	And I need you like a heartbeat	24	2008-11-11
155	Fearless	Tell Me Why 	But you know you got a mean streak	25	2008-11-11
155	Fearless	Tell Me Why 	That makes me run for cover when you're around	26	2008-11-11
155	Fearless	Tell Me Why 	Here's to you and your temper	27	2008-11-11
155	Fearless	Tell Me Why 	Yes, I remember what you said last night	28	2008-11-11
155	Fearless	Tell Me Why 	And I know, that you see, what you're doing to me	29	2008-11-11
155	Fearless	Tell Me Why 	Tell me why	30	2008-11-11
155	Fearless	Tell Me Why 	[Bridge]	31	2008-11-11
155	Fearless	Tell Me Why 	Why do you have to make me feel small	32	2008-11-11
155	Fearless	Tell Me Why 	So you can feel whole inside?	33	2008-11-11
155	Fearless	Tell Me Why 	Why do you have to put down my dreams	34	2008-11-11
155	Fearless	Tell Me Why 	So you're the only thing on my mind?	35	2008-11-11
155	Fearless	Tell Me Why 	[Chorus]	36	2008-11-11
155	Fearless	Tell Me Why 	I'm sick and tired of your attitude	37	2008-11-11
155	Fearless	Tell Me Why 	I'm feeling like I don't know you	38	2008-11-11
