Updated On,State,Total Doses Administered,Sessions, Sites ,First Dose Administered,Second Dose Administered,Male (Doses Administered),Female (Doses Administered),Transgender (Doses Administered), Covaxin (Doses Administered),CoviShield (Doses Administered),Sputnik V (Doses Administered),AEFI,18-44 Years (Doses Administered),45-60 Years (Doses Administered),60+ Years (Doses Administered),18-44 Years(Individuals Vaccinated),45-60 Years(Individuals Vaccinated),60+ Years(Individuals Vaccinated),Male(Individuals Vaccinated),Female(Individuals Vaccinated),Transgender(Individuals Vaccinated),Total Individuals Vaccinated
15/05/2021,Madhya Pradesh,9163547.0,601434.0,4209.0,7472841.0,1690706.0,4007674.0,3464264.0,903.0,1023820.0,8139727.0,,522.0,,,,856676.0,3569075.0,3045897.0,,,,7472841.0
16/05/2021,Madhya Pradesh,9164574.0,65610.0,360.0,7473284.0,1691290.0,4007910.0,3464471.0,903.0,1024104.0,8140470.0,,522.0,,,,856723.0,3569341.0,3046027.0,,,,7473284.0
17/05/2021,Madhya Pradesh,9258467.0,694626.0,4474.0,7547349.0,1711118.0,4050359.0,3496072.0,918.0,1050666.0,8207801.0,,522.0,,,,905049.0,3589017.0,3052047.0,,,,7547349.0
18/05/2021,Madhya Pradesh,9264811.0,89262.0,420.0,7551243.0,1713568.0,4052484.0,3497841.0,918.0,1053396.0,8211415.0,,523.0,,,,906040.0,3591334.0,3052630.0,,,,7551243.0
19/05/2021,Madhya Pradesh,9405542.0,413780.0,2526.0,7678925.0,1726617.0,4129034.0,3548938.0,953.0,1067827.0,8337715.0,,526.0,,,,1011673.0,3608608.0,3057352.0,,,,7678925.0
20/05/2021,Madhya Pradesh,9534535.0,703834.0,4736.0,7798981.0,1735554.0,4200360.0,3597641.0,980.0,1077427.0,8457108.0,,534.0,,,,1112802.0,3623283.0,3061551.0,,,,7798981.0
21/05/2021,Madhya Pradesh,9633945.0,353879.0,2041.0,7890673.0,1743272.0,4254818.0,3634858.0,997.0,1085378.0,8548567.0,0.0,535.0,,,,1189139.0,3635454.0,3064693.0,,,,7890673.0
22/05/2021,Madhya Pradesh,9780866.0,694195.0,4480.0,8027748.0,1753118.0,4335790.0,3690920.0,1038.0,1095058.0,8685808.0,0.0,536.0,,,,1302409.0,3654326.0,3069565.0,,,,8027748.0
23/05/2021,Madhya Pradesh,9951903.0,288268.0,1441.0,8197098.0,1754805.0,4437950.0,3758061.0,1087.0,1096552.0,8855351.0,0.0,538.0,,,,1468519.0,3656904.0,3070161.0,,,,8197098.0
24/05/2021,Madhya Pradesh,10169757.0,692010.0,4015.0,8407255.0,1762502.0,4562142.0,3843964.0,1149.0,1104353.0,9065404.0,0.0,540.0,,,,1651608.0,3678539.0,3075523.0,,,,8407255.0
25/05/2021,Madhya Pradesh,10176369.0,80166.0,419.0,8412889.0,1763480.0,4565340.0,3846398.0,1151.0,1105423.0,9070946.0,0.0,541.0,,,,1655295.0,3680069.0,3075938.0,,,,8412889.0
26/05/2021,Madhya Pradesh,10178601.0,139388.0,970.0,8415023.0,1763578.0,4566608.0,3847264.0,1151.0,1105486.0,9073115.0,0.0,544.0,,,,1656959.0,3680406.0,3076071.0,,,,8415023.0
27/05/2021,Madhya Pradesh,10408718.0,501493.0,2576.0,8636592.0,1772126.0,4698806.0,3936574.0,1212.0,1114104.0,9294614.0,0.0,546.0,,,,1848478.0,3704381.0,3082018.0,,,,8636592.0
28/05/2021,Madhya Pradesh,10632295.0,441630.0,2210.0,8854635.0,1777660.0,4829726.0,4023629.0,1280.0,1119978.0,9512317.0,0.0,550.0,,,,2048274.0,3719010.0,3085479.0,,,,8854635.0
29/05/2021,Madhya Pradesh,10882668.0,499165.0,2585.0,9098436.0,1784232.0,4977375.0,4119682.0,1379.0,1128087.0,9754581.0,0.0,552.0,,,,2267532.0,3738666.0,3090152.0,,,,9098436.0
30/05/2021,Madhya Pradesh,10899947.0,51252.0,240.0,9115504.0,1784443.0,4988691.0,4125433.0,1380.0,1128808.0,9771139.0,0.0,555.0,,,,2282765.0,3740093.0,3090534.0,,,,9115504.0
31/05/2021,Madhya Pradesh,11170319.0,518453.0,2584.0,9378050.0,1792269.0,5145393.0,4231195.0,1462.0,1147298.0,10023021.0,0.0,559.0,,,,2510712.0,3767425.0,3097559.0,,,,9378050.0
01/06/2021,Madhya Pradesh,11188263.0,54887.0,240.0,9394692.0,1793571.0,5156495.0,4236734.0,1463.0,1149627.0,10038636.0,0.0,561.0,,,,2522465.0,3771223.0,3098629.0,,,,9394692.0
02/06/2021,Madhya Pradesh,11481427.0,538296.0,2794.0,9680087.0,1801340.0,5329622.0,4348903.0,1562.0,1181438.0,10299989.0,0.0,562.0,,,,2773930.0,3798205.0,3105346.0,,,,9680087.0
03/06/2021,Madhya Pradesh,11853494.0,753961.0,3064.0,10041226.0,1812268.0,5550998.0,4488574.0,1654.0,1410736.0,10442758.0,0.0,564.0,,,,3105447.0,3822099.0,3110724.0,,,,10041226.0
04/06/2021,Madhya Pradesh,12217489.0,709874.0,2662.0,10399189.0,1818300.0,5770793.0,4626564.0,1832.0,1542992.0,10674497.0,0.0,565.0,,,,3435106.0,3844631.0,3116128.0,,,,10399189.0
05/06/2021,Madhya Pradesh,12629509.0,863343.0,3106.0,10796888.0,1832621.0,6012607.0,4782344.0,1937.0,1721232.0,10908277.0,0.0,572.0,,,,3791272.0,3878060.0,3123898.0,,,,10796888.0
06/06/2021,Madhya Pradesh,12759138.0,361260.0,1190.0,10923948.0,1835190.0,6091184.0,4830791.0,1973.0,1749629.0,11009509.0,0.0,584.0,,,,3904372.0,3889127.0,3126674.0,,,,10923948.0
07/06/2021,Madhya Pradesh,13151267.0,847074.0,3132.0,11299196.0,1852071.0,6311278.0,4985842.0,2076.0,1783202.0,11368065.0,0.0,606.0,,,,4231769.0,3926736.0,3136632.0,,,,11299196.0
08/06/2021,Madhya Pradesh,13217372.0,164192.0,472.0,11361743.0,1855629.0,6349177.0,5010475.0,2091.0,1791652.0,11425720.0,0.0,609.0,,,,4283343.0,3935366.0,3138931.0,,,,11361743.0
09/06/2021,Madhya Pradesh,13584232.0,746693.0,2766.0,11708227.0,1876005.0,6551282.0,5154765.0,2180.0,1833593.0,11750639.0,0.0,609.0,,,,4583887.0,3971202.0,3148746.0,,,,11708227.0
10/06/2021,Madhya Pradesh,13769115.0,470288.0,1702.0,11877371.0,1891744.0,6653448.0,5221707.0,2216.0,1877511.0,11891604.0,0.0,610.0,,,,4725254.0,3992813.0,3154789.0,,,,11877371.0
11/06/2021,Madhya Pradesh,13796834.0,101885.0,329.0,11899138.0,1897696.0,6666235.0,5230681.0,2222.0,1885222.0,11911612.0,0.0,610.0,,,,4741722.0,3996910.0,3155973.0,,,,11899138.0
12/06/2021,Madhya Pradesh,13897841.0,290271.0,1346.0,11956103.0,1941738.0,6700729.0,5253138.0,2236.0,1935761.0,11962080.0,0.0,611.0,,,,4788333.0,4004790.0,3158349.0,,,,11956103.0
13/06/2021,Madhya Pradesh,13943751.0,140181.0,545.0,11992799.0,1950952.0,6722055.0,5268496.0,2248.0,1945457.0,11998294.0,0.0,611.0,,,,4817622.0,4010301.0,3160214.0,,,,11992799.0
14/06/2021,Madhya Pradesh,14443636.0,1098905.0,3649.0,12452440.0,1991196.0,6979573.0,5470516.0,2351.0,1970395.0,12473241.0,0.0,611.0,,,,5198064.0,4069993.0,3179379.0,,,,12452440.0
15/06/2021,Madhya Pradesh,14495499.0,118608.0,465.0,12497943.0,1997556.0,7005937.0,5489651.0,2355.0,1976933.0,12518566.0,0.0,611.0,,,,5234145.0,4077085.0,3181663.0,,,,12497943.0
16/06/2021,Madhya Pradesh,14840484.0,789248.0,2850.0,12815277.0,2025207.0,7179396.0,5633448.0,2433.0,1989735.0,12850749.0,0.0,613.0,,,,5493924.0,4120418.0,3195728.0,,,,12815277.0
17/06/2021,Madhya Pradesh,14975268.0,376800.0,1471.0,12934175.0,2041093.0,7246471.0,5685249.0,2455.0,1998514.0,12976754.0,0.0,614.0,,,,5587872.0,4138587.0,3202450.0,,,,12934175.0
18/06/2021,Madhya Pradesh,14994833.0,72904.0,289.0,12950585.0,2044248.0,7256100.0,5692024.0,2461.0,2001183.0,12993650.0,0.0,614.0,,,,5600087.0,4141656.0,3203555.0,,,,12950585.0
19/06/2021,Madhya Pradesh,15018743.0,162607.0,614.0,12964134.0,2054609.0,7264208.0,5697465.0,2461.0,2012375.0,13006368.0,0.0,614.0,,,,5610083.0,4144143.0,3204602.0,,,,12964134.0
20/06/2021,Madhya Pradesh,15019817.0,44624.0,189.0,12965037.0,2054780.0,7264881.0,5697697.0,2459.0,2012568.0,13007249.0,0.0,614.0,,,,5610889.0,4144227.0,3204616.0,,,,12965037.0
21/06/2021,Madhya Pradesh,16733198.0,5322694.0,8152.0,14594389.0,2138809.0,8189179.0,6402467.0,2743.0,2094649.0,14638549.0,0.0,614.0,,,,6894606.0,4399399.0,3294204.0,,,,14594389.0
22/06/2021,Madhya Pradesh,16803173.0,81880.0,290.0,14660585.0,2142588.0,8227651.0,6430183.0,2751.0,2099516.0,14703657.0,0.0,616.0,,,,6943827.0,4411869.0,3298663.0,,,,14660585.0
23/06/2021,Madhya Pradesh,17978981.0,4275051.0,6937.0,15775623.0,2203358.0,8830079.0,6942582.0,2962.0,2283732.0,15695249.0,0.0,616.0,,,,7790914.0,4607574.0,3370465.0,,,,15775623.0
24/06/2021,Madhya Pradesh,18769872.0,2619613.0,5087.0,16512594.0,2257278.0,9233340.0,7276160.0,3094.0,2399704.0,16370168.0,0.0,621.0,,,,8342482.0,4743089.0,3420102.0,,,,16512594.0
25/06/2021,Madhya Pradesh,18801044.0,261225.0,553.0,16543406.0,2257638.0,10527907.0,8269900.0,3237.0,2403373.0,16397671.0,0.0,623.0,8954652.0,5528562.0,4317830.0,,,,,,,
26/06/2021,Madhya Pradesh,19801236.0,3691545.0,5773.0,17444479.0,2356757.0,11069005.0,8728819.0,3412.0,2430673.0,17370563.0,0.0,637.0,9647232.0,5746747.0,4407257.0,,,,,,,
27/06/2021,Madhya Pradesh,19826706.0,108174.0,264.0,17466782.0,2359924.0,11083662.0,8739628.0,3416.0,2437662.0,17389044.0,0.0,639.0,9665085.0,5752183.0,4409438.0,,,,,,,
28/06/2021,Madhya Pradesh,20289692.0,1646251.0,3257.0,17897347.0,2392345.0,11330347.0,8955865.0,3480.0,2588310.0,17701382.0,0.0,642.0,9990968.0,5850581.0,4448143.0,,,,,,,
29/06/2021,Madhya Pradesh,20303352.0,56656.0,177.0,17909367.0,2393985.0,11337805.0,8962064.0,3483.0,2591107.0,17712245.0,0.0,644.0,9999993.0,5853979.0,4449380.0,,,,,,,
30/06/2021,Madhya Pradesh,20314158.0,240171.0,436.0,17917782.0,2396376.0,11343076.0,8967596.0,3486.0,2591488.0,17722566.0,104.0,647.0,10006907.0,5856767.0,4450484.0,,,,,,,
01/07/2021,Madhya Pradesh,21302275.0,2270021.0,5013.0,18757527.0,2544748.0,11857277.0,9441305.0,3693.0,2593206.0,18708965.0,104.0,651.0,10643691.0,6107197.0,4551387.0,,,,,,,
02/07/2021,Madhya Pradesh,21326909.0,17381.0,65.0,18778322.0,2548587.0,11870386.0,9452826.0,3697.0,2593774.0,18733031.0,104.0,713.0,10659280.0,6113582.0,4554047.0,,,,,,,
03/07/2021,Madhya Pradesh,21594951.0,571599.0,2029.0,18782476.0,2812475.0,12028691.0,9562493.0,3767.0,2857676.0,18737171.0,104.0,823.0,10864294.0,6156486.0,4574171.0,,,,,,,
04/07/2021,Madhya Pradesh,21602436.0,19936.0,87.0,18783420.0,2819016.0,12032973.0,9565693.0,3770.0,2864042.0,18738290.0,104.0,829.0,10869316.0,6158208.0,4574912.0,,,,,,,
05/07/2021,Madhya Pradesh,22016213.0,729028.0,3092.0,18788825.0,3227388.0,12258714.0,9753686.0,3813.0,2887962.0,19128039.0,212.0,829.0,10898367.0,6406280.0,4711566.0,,,,,,,
06/07/2021,Madhya Pradesh,22028495.0,25354.0,80.0,18792034.0,3236461.0,12265543.0,9759137.0,3815.0,2889904.0,19138218.0,373.0,831.0,10902881.0,6411555.0,4714059.0,,,,,,,
07/07/2021,Madhya Pradesh,22486768.0,895667.0,2787.0,18987978.0,3498790.0,12509315.0,9973562.0,3891.0,2951157.0,19535047.0,564.0,839.0,11089378.0,6599059.0,4798331.0,,,,,,,
08/07/2021,Madhya Pradesh,23209424.0,1432229.0,3390.0,19540483.0,3668941.0,12883159.0,10322221.0,4044.0,2986789.0,20221660.0,975.0,841.0,11538045.0,6794883.0,4876496.0,,,,,,,
09/07/2021,Madhya Pradesh,23229284.0,34258.0,89.0,19555644.0,3673640.0,12894114.0,10331123.0,4047.0,2988888.0,20238850.0,1546.0,843.0,11551303.0,6799556.0,4878425.0,,,,,,,
10/07/2021,Madhya Pradesh,23916986.0,1280888.0,3030.0,20128154.0,3788832.0,13256417.0,10656383.0,4186.0,3002691.0,20912071.0,2224.0,847.0,11990250.0,6978881.0,4947855.0,,,,,,,
11/07/2021,Madhya Pradesh,23934917.0,12805.0,43.0,20143867.0,3791050.0,13265935.0,10664794.0,4188.0,3002899.0,20929501.0,2517.0,847.0,12002041.0,6983193.0,4949683.0,,,,,,,
12/07/2021,Madhya Pradesh,23973478.0,90171.0,305.0,20157496.0,3815982.0,13287487.0,10681801.0,4190.0,3024422.0,20945620.0,3436.0,849.0,12030191.0,6990669.0,4952618.0,,,,,,,
13/07/2021,Madhya Pradesh,23977911.0,12851.0,42.0,20160054.0,3817857.0,13290062.0,10683658.0,4191.0,3025730.0,20947900.0,4281.0,850.0,12033353.0,6991554.0,4953004.0,,,,,,,
14/07/2021,Madhya Pradesh,24566317.0,804874.0,1819.0,20652966.0,3913351.0,13589899.0,10972123.0,4295.0,3052335.0,21508910.0,5072.0,850.0,12298046.0,7201762.0,5066509.0,,,,,,,
15/07/2021,Madhya Pradesh,25015501.0,846059.0,2119.0,21028776.0,3986725.0,13825764.0,11185349.0,4388.0,3055302.0,21954540.0,5659.0,856.0,12581912.0,7320365.0,5113224.0,,,,,,,
16/07/2021,Madhya Pradesh,25028056.0,10907.0,50.0,21039211.0,3988845.0,13832807.0,11190859.0,4390.0,3055848.0,21966019.0,6189.0,859.0,12589965.0,7323431.0,5114660.0,,,,,,,
17/07/2021,Madhya Pradesh,25182121.0,329651.0,719.0,21168157.0,4013964.0,13915928.0,11261775.0,4418.0,3057134.0,22118281.0,6706.0,864.0,12688562.0,7362188.0,5131371.0,,,,,,,
18/07/2021,Madhya Pradesh,25192158.0,5295.0,14.0,21176794.0,4015364.0,13921277.0,11266463.0,4418.0,3057163.0,22128062.0,6933.0,867.0,12694862.0,7364682.0,5132614.0,,,,,,,
19/07/2021,Madhya Pradesh,25678516.0,910883.0,2130.0,21551160.0,4127356.0,14175072.0,11498918.0,4526.0,3061007.0,22610241.0,7268.0,869.0,12987733.0,7505045.0,5185738.0,,,,,,,
20/07/2021,Madhya Pradesh,25692342.0,11835.0,44.0,21562031.0,4130311.0,14182546.0,11505267.0,4529.0,3061593.0,22623231.0,7518.0,869.0,12996290.0,7508728.0,5187324.0,,,,,,,
21/07/2021,Madhya Pradesh,25695476.0,31924.0,79.0,21563261.0,4132215.0,14184100.0,11506847.0,4529.0,3063499.0,22624214.0,7763.0,871.0,12998546.0,7509340.0,5187590.0,,,,,,,
22/07/2021,Madhya Pradesh,26791031.0,1988676.0,4644.0,22431445.0,4359586.0,14755835.0,12030341.0,4855.0,3102330.0,23680828.0,7873.0,877.0,13690561.0,7797654.0,5302816.0,,,,,,,
23/07/2021,Madhya Pradesh,26859236.0,96873.0,558.0,22489547.0,4369689.0,14785589.0,12068782.0,4865.0,3119309.0,23732049.0,7878.0,877.0,13740179.0,7810741.0,5308316.0,,,,,,,
24/07/2021,Madhya Pradesh,27835437.0,1966053.0,4386.0,23287139.0,4548298.0,15309229.0,12521092.0,5116.0,3165225.0,24662334.0,7878.0,880.0,14383014.0,8049136.0,5403287.0,,,,,,,
25/07/2021,Madhya Pradesh,27868363.0,17472.0,60.0,23316206.0,4552157.0,15326615.0,12536631.0,5117.0,3165629.0,24694856.0,7878.0,883.0,14404604.0,8056978.0,5406781.0,,,,,,,
26/07/2021,Madhya Pradesh,29006804.0,2398475.0,5113.0,24275999.0,4730805.0,15936409.0,13065037.0,5358.0,3213496.0,25785267.0,8041.0,884.0,15144980.0,8336815.0,5525009.0,,,,,,,
27/07/2021,Madhya Pradesh,29072338.0,116156.0,543.0,24331336.0,4741002.0,15966161.0,13100805.0,5372.0,3228621.0,25835495.0,8222.0,890.0,15191086.0,8350198.0,5531054.0,,,,,,,
28/07/2021,Madhya Pradesh,30150558.0,0.0,0.0,25242266.0,4908292.0,16523575.0,13621353.0,5630.0,3276515.0,26865636.0,8407.0,899.0,15897318.0,8611143.0,5642097.0,,,,,,,
29/07/2021,Madhya Pradesh,30906116.0,1801090.0,3878.0,25904540.0,5001576.0,16923173.0,13977120.0,5823.0,3296062.0,27601401.0,8653.0,899.0,16395377.0,8789978.0,5720761.0,,,,,,,
30/07/2021,Madhya Pradesh,30970799.0,190996.0,694.0,25959893.0,5010906.0,16950865.0,14014094.0,5840.0,3312370.0,27649517.0,8912.0,903.0,16441515.0,8802851.0,5726433.0,,,,,,,
31/07/2021,Madhya Pradesh,31999209.0,2305989.0,4973.0,26830212.0,5168997.0,17481425.0,14511666.0,6120.0,3383032.0,28606911.0,9266.0,909.0,17123134.0,9042830.0,5833245.0,,,,,,,
01/08/2021,Madhya Pradesh,32227488.0,66242.0,171.0,27049238.0,5178250.0,17597790.0,14623563.0,6135.0,3406888.0,28811050.0,9550.0,909.0,17194241.0,9134277.0,5898970.0,,,,,,,
02/08/2021,Madhya Pradesh,33045723.0,2155092.0,4822.0,27755842.0,5289881.0,18036541.0,15002848.0,6334.0,3454106.0,29581701.0,9916.0,916.0,17737441.0,9325030.0,5983252.0,,,,,,,
03/08/2021,Madhya Pradesh,33169564.0,148503.0,661.0,27866204.0,5303360.0,18096061.0,15067152.0,6351.0,3473910.0,29685219.0,10435.0,918.0,17814773.0,9355225.0,5999566.0,,,,,,,
04/08/2021,Madhya Pradesh,33697618.0,1408940.0,3519.0,28297794.0,5399824.0,18366766.0,15324361.0,6491.0,3520261.0,30166571.0,10786.0,926.0,18164238.0,9478076.0,6055304.0,,,,,,,
05/08/2021,Madhya Pradesh,34156553.0,1446290.0,3568.0,28647319.0,5509234.0,18603871.0,15546059.0,6623.0,3592184.0,30553182.0,11187.0,931.0,18464151.0,9587409.0,6104993.0,,,,,,,
06/08/2021,Madhya Pradesh,34238857.0,142709.0,677.0,28719618.0,5519239.0,18639927.0,15592298.0,6632.0,3614093.0,30613141.0,11623.0,936.0,18512538.0,9608297.0,6118022.0,,,,,,,
07/08/2021,Madhya Pradesh,34853048.0,1849738.0,4417.0,29211273.0,5641775.0,18954601.0,15891641.0,6806.0,3666111.0,31174737.0,12200.0,941.0,18907699.0,9756957.0,6188392.0,,,,,,,
08/08/2021,Madhya Pradesh,34901221.0,56572.0,143.0,29251571.0,5649650.0,18979649.0,15914760.0,6812.0,3670823.0,31218147.0,12251.0,944.0,18938537.0,9768196.0,6194488.0,,,,,,,
09/08/2021,Madhya Pradesh,35456676.0,1682473.0,3762.0,29723036.0,5733640.0,19265405.0,16184296.0,6975.0,3714555.0,31729473.0,12648.0,946.0,19289779.0,9903544.0,6263353.0,,,,,,,
10/08/2021,Madhya Pradesh,,,,,,,,,,,,,,,,,,,,,,
11/08/2021,Madhya Pradesh,,,,,,,,,,,,,,,,,,,,,,
12/08/2021,Madhya Pradesh,,,,,,,,,,,,,,,,,,,,,,
13/08/2021,Madhya Pradesh,,,,,,,,,,,,,,,,,,,,,,
14/08/2021,Madhya Pradesh,,,,,,,,,,,,,,,,,,,,,,
15/08/2021,Madhya Pradesh,,,,,,,,,,,,,,,,,,,,,,
16/01/2021,Maharashtra,5726.0,179.0,174.0,5726.0,0.0,3668.0,2057.0,1.0,85.0,5641.0,,,,,,,,,,,,5726.0
17/01/2021,Maharashtra,6521.0,269.0,216.0,6521.0,0.0,3953.0,2566.0,2.0,94.0,6427.0,,,,,,,,,,,,6521.0
18/01/2021,Maharashtra,6151.0,772.0,320.0,6151.0,0.0,3569.0,2581.0,1.0,105.0,6046.0,,,,,,,,,,,,6151.0
19/01/2021,Maharashtra,13699.0,1196.0,340.0,13699.0,0.0,6328.0,7367.0,4.0,214.0,13485.0,,,,,,,,,,,,13699.0
20/01/2021,Maharashtra,23880.0,1547.0,347.0,23880.0,0.0,9658.0,14205.0,17.0,439.0,23441.0,,,,,,,,,,,,23880.0
21/01/2021,Maharashtra,24148.0,1820.0,357.0,24148.0,0.0,9784.0,14347.0,17.0,443.0,23705.0,,,,,,,,,,,,24148.0
22/01/2021,Maharashtra,44369.0,2012.0,374.0,44369.0,0.0,16546.0,27802.0,21.0,840.0,43529.0,,,,,,,,,,,,44369.0
23/01/2021,Maharashtra,69295.0,2435.0,483.0,69295.0,0.0,25333.0,43937.0,25.0,1156.0,68139.0,,,,,,,,,,,,69295.0
24/01/2021,Maharashtra,70196.0,2756.0,581.0,70196.0,0.0,25661.0,44510.0,25.0,1157.0,69039.0,,,,,,,,,,,,70196.0
25/01/2021,Maharashtra,107073.0,3170.0,617.0,107073.0,0.0,38512.0,68527.0,34.0,1433.0,105640.0,,,,,,,,,,,,107073.0
26/01/2021,Maharashtra,107338.0,3435.0,646.0,107338.0,0.0,38562.0,68728.0,48.0,1433.0,105905.0,,,,,,,,,,,,107338.0
27/01/2021,Maharashtra,150102.0,4050.0,668.0,150102.0,0.0,53245.0,96795.0,62.0,1642.0,148460.0,,,,,,,,,,,,150102.0
28/01/2021,Maharashtra,189743.0,4570.0,685.0,189743.0,0.0,66834.0,122840.0,69.0,1893.0,187850.0,,,,,,,,,,,,189743.0
29/01/2021,Maharashtra,225132.0,4814.0,702.0,225132.0,0.0,79060.0,145999.0,73.0,2193.0,222939.0,,,,,,,,,,,,225132.0
30/01/2021,Maharashtra,233693.0,5150.0,723.0,233693.0,0.0,82464.0,151156.0,73.0,2282.0,231411.0,,,,,,,,,,,,233693.0
31/01/2021,Maharashtra,234150.0,5309.0,733.0,234150.0,0.0,82628.0,151449.0,73.0,2282.0,231868.0,,,,,,,,,,,,234150.0
01/02/2021,Maharashtra,275348.0,5753.0,744.0,275348.0,0.0,99441.0,175829.0,78.0,2708.0,272640.0,,,,,,,,,,,,275348.0
02/02/2021,Maharashtra,284107.0,6234.0,778.0,284107.0,0.0,103217.0,180812.0,78.0,2760.0,281347.0,,,,,,,,,,,,284107.0
03/02/2021,Maharashtra,318918.0,6895.0,830.0,318918.0,0.0,117360.0,201467.0,91.0,3170.0,315748.0,,,,,,,,,,,,318918.0
04/02/2021,Maharashtra,352676.0,7584.0,874.0,352676.0,0.0,131909.0,220669.0,98.0,3691.0,348985.0,,,,,,,,,,,,352676.0
05/02/2021,Maharashtra,397889.0,8449.0,926.0,397889.0,0.0,152168.0,245610.0,111.0,3942.0,393947.0,,,,,,,,,,,,397889.0
06/02/2021,Maharashtra,436229.0,9141.0,955.0,436229.0,0.0,171578.0,264525.0,126.0,4205.0,432024.0,,,,,,,,,,,,436229.0
07/02/2021,Maharashtra,436400.0,9455.0,969.0,436400.0,0.0,171672.0,264602.0,126.0,4206.0,432194.0,,,,,,,,,,,,436400.0
08/02/2021,Maharashtra,475193.0,10161.0,1027.0,475193.0,0.0,192223.0,282839.0,131.0,4472.0,470721.0,,,,,,,,,,,,475193.0
09/02/2021,Maharashtra,503757.0,11054.0,1109.0,503757.0,0.0,210039.0,293586.0,132.0,4732.0,499025.0,,,,,,,,,,,,503757.0
10/02/2021,Maharashtra,544726.0,12032.0,1147.0,544726.0,0.0,234241.0,310353.0,132.0,4877.0,539849.0,,,,,,,,,,,,544726.0
11/02/2021,Maharashtra,579241.0,12846.0,1205.0,579241.0,0.0,255793.0,323314.0,134.0,5018.0,574223.0,,,,,,,,,,,,579241.0
12/02/2021,Maharashtra,620539.0,13641.0,1227.0,620539.0,0.0,281870.0,338533.0,136.0,5258.0,615281.0,,,,,,,,,,,,620539.0
13/02/2021,Maharashtra,652971.0,14251.0,1239.0,652801.0,170.0,303019.0,349645.0,137.0,5403.0,647398.0,,,,,,,,,,,,652801.0
14/02/2021,Maharashtra,653305.0,14559.0,1254.0,653135.0,170.0,303296.0,349702.0,137.0,5403.0,647732.0,,,,,,,,,,,,653135.0
15/02/2021,Maharashtra,687137.0,15389.0,1270.0,682610.0,4527.0,322414.0,360058.0,138.0,5771.0,676839.0,,,,,,,,,,,,682610.0
16/02/2021,Maharashtra,719944.0,16315.0,1286.0,711043.0,8901.0,341277.0,369626.0,140.0,6176.0,704867.0,,,,,,,,,,,,711043.0
17/02/2021,Maharashtra,768695.0,17230.0,1320.0,752088.0,16607.0,367162.0,384760.0,166.0,6713.0,745375.0,,,,,,,,,,,,752088.0
18/02/2021,Maharashtra,810906.0,17972.0,1331.0,787086.0,23820.0,395447.0,391467.0,172.0,7323.0,779763.0,,,,,,,,,,,,787086.0
19/02/2021,Maharashtra,853374.0,18682.0,1343.0,825846.0,27528.0,415984.0,409681.0,181.0,7694.0,818152.0,,,,,,,,,,,,825846.0
20/02/2021,Maharashtra,913658.0,19394.0,1347.0,868244.0,45414.0,445173.0,422875.0,196.0,8295.0,859949.0,,,,,,,,,,,,868244.0
21/02/2021,Maharashtra,917962.0,19869.0,1352.0,871567.0,46395.0,446831.0,424540.0,196.0,8332.0,863235.0,,,,,,,,,,,,871567.0
22/02/2021,Maharashtra,975061.0,20789.0,1368.0,907200.0,67861.0,472516.0,434486.0,198.0,9341.0,897859.0,,,,,,,,,,,,907200.0
23/02/2021,Maharashtra,1017414.0,21730.0,1380.0,938078.0,79336.0,494986.0,442893.0,199.0,10284.0,927794.0,,,,,,,,,,,,938078.0
24/02/2021,Maharashtra,1073789.0,22574.0,1386.0,969314.0,104475.0,516434.0,452680.0,200.0,11427.0,957887.0,,,,,,,,,,,,969314.0
25/02/2021,Maharashtra,1128081.0,23689.0,1395.0,997308.0,130773.0,536075.0,461032.0,201.0,12205.0,985103.0,,,,,,,,,,,,997308.0
26/02/2021,Maharashtra,1187018.0,24016.0,1399.0,1028360.0,158658.0,557475.0,470681.0,204.0,13184.0,1015176.0,,,,,,,,,,,,1028360.0
27/02/2021,Maharashtra,1187023.0,24016.0,1399.0,1028365.0,158658.0,557480.0,470681.0,204.0,13184.0,1015181.0,,,,,,,,,,,,1028365.0
28/02/2021,Maharashtra,1187178.0,24508.0,1407.0,1028520.0,158658.0,557603.0,470713.0,204.0,13184.0,1015336.0,,,,,,,,,,,,1028520.0
01/03/2021,Maharashtra,1187178.0,26315.0,1464.0,1028520.0,158658.0,557603.0,470713.0,204.0,13184.0,1015336.0,,,,,,,,,,,,1028520.0
02/03/2021,Maharashtra,1251419.0,29090.0,1560.0,1071612.0,179807.0,583429.0,487976.0,207.0,14917.0,1056695.0,,,,,,,,,,,,1071612.0
03/03/2021,Maharashtra,1317336.0,35097.0,1892.0,1119835.0,197501.0,611358.0,508266.0,211.0,16279.0,1103556.0,,,,,,,,,,,,1119835.0
04/03/2021,Maharashtra,1387989.0,39672.0,2084.0,1174258.0,213731.0,641880.0,532164.0,214.0,18652.0,1155606.0,,,,,,,,,,,,1174258.0
05/03/2021,Maharashtra,1479034.0,46743.0,2341.0,1244617.0,234417.0,680964.0,563432.0,221.0,20513.0,1224104.0,,,,,,,,,,,,1244617.0
06/03/2021,Maharashtra,1584841.0,54326.0,2757.0,1325264.0,259577.0,725150.0,599889.0,225.0,22376.0,1302888.0,,,,,,,,,,,,1325264.0
